,types,prediction,err type,err label,probability
12324,1,1,3,"scifi, correct",0.9331089006573714
16800,1,1,3,"scifi, correct",0.64511695021615
18719,1,1,3,"scifi, correct",0.6295503168565258
2067,0,1,2,fantasy->scifi,0.5415646041606715
6795,0,1,2,fantasy->scifi,0.5590716088892798
395,0,0,0,"fantasy, correct",0.03374453015003103
4510,0,0,0,"fantasy, correct",0.15645977146643006
22,0,0,0,"fantasy, correct",0.11038784242586908
257,0,0,0,"fantasy, correct",0.030460807243345323
3295,0,0,0,"fantasy, correct",0.43357836901045854
6949,0,0,0,"fantasy, correct",0.20284343312758027
19397,1,1,3,"scifi, correct",0.9977441599889757
17832,1,1,3,"scifi, correct",0.9616515831911869
10766,1,1,3,"scifi, correct",0.999988835752931
9909,0,1,2,fantasy->scifi,0.8052140383941395
4789,0,0,0,"fantasy, correct",0.0007490298270110255
18845,1,0,1,scifi->fantasy,0.4099350492822953
6716,0,1,2,fantasy->scifi,0.5529548744940631
13759,1,1,3,"scifi, correct",0.9932573042268993
1141,0,1,2,fantasy->scifi,0.8497814898041126
14943,1,1,3,"scifi, correct",0.9989090410315365
10673,1,1,3,"scifi, correct",0.932837665821713
1207,0,0,0,"fantasy, correct",0.032177836656782345
9842,0,0,0,"fantasy, correct",0.1359993907577394
13090,1,1,3,"scifi, correct",0.5531702865233139
8218,0,0,0,"fantasy, correct",0.07219172244078735
5259,0,0,0,"fantasy, correct",0.37358200755472387
8793,0,0,0,"fantasy, correct",0.12488023536694069
11557,1,1,3,"scifi, correct",0.5607739687607054
8371,0,0,0,"fantasy, correct",1.1488267564445127e-05
3715,0,0,0,"fantasy, correct",0.13163628120348392
6791,0,0,0,"fantasy, correct",0.21496023950133866
1756,0,1,2,fantasy->scifi,0.5453135617171333
14012,1,1,3,"scifi, correct",0.7897356147963768
12108,1,1,3,"scifi, correct",0.9948901347996186
2462,0,1,2,fantasy->scifi,0.556056448853463
15962,1,0,1,scifi->fantasy,0.4611771514401123
17390,1,1,3,"scifi, correct",0.6733497192669966
2731,0,0,0,"fantasy, correct",0.29064336075028363
19701,1,0,1,scifi->fantasy,0.4835909312953247
3872,0,0,0,"fantasy, correct",0.004132950788350853
6008,0,0,0,"fantasy, correct",0.34397971226725094
8621,0,0,0,"fantasy, correct",0.03890137239996227
4312,0,0,0,"fantasy, correct",0.35148886310821864
4474,0,0,0,"fantasy, correct",0.3136901109114649
2652,0,0,0,"fantasy, correct",1.008649817212068e-07
6426,0,0,0,"fantasy, correct",0.05054743561490761
10209,1,1,3,"scifi, correct",0.9582542977754636
6232,0,0,0,"fantasy, correct",3.1893550190413094e-05
12369,1,1,3,"scifi, correct",0.769232643954985
3451,0,0,0,"fantasy, correct",0.05149769370495158
9794,0,0,0,"fantasy, correct",0.38124027210725075
7170,0,1,2,fantasy->scifi,0.8006168843010266
18716,1,0,1,scifi->fantasy,0.05521669226527824
492,0,0,0,"fantasy, correct",0.021301430271424653
18608,1,1,3,"scifi, correct",0.9449698587812163
7998,0,0,0,"fantasy, correct",0.18755042828374263
3626,0,0,0,"fantasy, correct",0.03727109437390572
11101,1,1,3,"scifi, correct",0.9695065198191248
10156,1,1,3,"scifi, correct",0.8794938144410502
1911,0,0,0,"fantasy, correct",0.33718841716576836
13824,1,1,3,"scifi, correct",0.5960392423538766
10124,1,1,3,"scifi, correct",0.6136170862934689
6431,0,0,0,"fantasy, correct",6.386179685769267e-05
7728,0,0,0,"fantasy, correct",0.02357920430421161
1214,0,0,0,"fantasy, correct",0.09877587050395202
6322,0,0,0,"fantasy, correct",0.017405044026181836
8743,0,0,0,"fantasy, correct",0.03610849068010016
6098,0,0,0,"fantasy, correct",0.04981533998494893
19452,1,1,3,"scifi, correct",0.9438674445769047
1881,0,0,0,"fantasy, correct",0.0003930271111530279
12525,1,1,3,"scifi, correct",0.9776009720040534
13314,1,1,3,"scifi, correct",0.6598784578514473
10614,1,1,3,"scifi, correct",0.635575986501681
17451,1,0,1,scifi->fantasy,0.4625652703849871
16182,1,0,1,scifi->fantasy,0.35885675276946366
11615,1,0,1,scifi->fantasy,0.30263192483921303
17884,1,1,3,"scifi, correct",0.9999989904558655
17914,1,1,3,"scifi, correct",0.7792821360197333
7922,0,0,0,"fantasy, correct",0.3802686614803937
9650,0,1,2,fantasy->scifi,0.544954915742781
2760,0,0,0,"fantasy, correct",0.24170697281749762
18878,1,1,3,"scifi, correct",0.9134084555314373
17332,1,1,3,"scifi, correct",0.9012114853661678
19868,1,1,3,"scifi, correct",0.9213551803974646
8714,0,0,0,"fantasy, correct",0.26130410976363544
7710,0,0,0,"fantasy, correct",0.023358025039674234
1584,0,0,0,"fantasy, correct",0.042336634373112914
4290,0,0,0,"fantasy, correct",0.46040176187190174
10909,1,0,1,scifi->fantasy,0.45869184913184685
12986,1,1,3,"scifi, correct",0.9692028784056586
1701,0,0,0,"fantasy, correct",0.12383265548261371
2369,0,0,0,"fantasy, correct",0.002041253431612078
2120,0,0,0,"fantasy, correct",0.49988864252330284
12097,1,1,3,"scifi, correct",0.5940021285465941
16983,1,1,3,"scifi, correct",0.8292985473728922
3042,0,0,0,"fantasy, correct",0.00031494411689128235
18747,1,1,3,"scifi, correct",0.5760981839724434
10623,1,1,3,"scifi, correct",0.8724389051166015
6622,0,0,0,"fantasy, correct",0.0473506680393316
18505,1,1,3,"scifi, correct",0.9999998878437039
4559,0,0,0,"fantasy, correct",0.006840191073188282
262,0,0,0,"fantasy, correct",0.003037300458828404
2158,0,0,0,"fantasy, correct",0.029328274478692396
7266,0,0,0,"fantasy, correct",2.985093344745654e-08
4385,0,0,0,"fantasy, correct",0.13806000298877588
13084,1,1,3,"scifi, correct",0.8918489988966924
3248,0,1,2,fantasy->scifi,0.6748577763521136
6579,0,0,0,"fantasy, correct",0.19024257235045997
4813,0,0,0,"fantasy, correct",0.0013230338247066297
551,0,0,0,"fantasy, correct",0.3843838431760838
18389,1,1,3,"scifi, correct",0.7053359186746051
13024,1,1,3,"scifi, correct",0.7516737175987692
1313,0,0,0,"fantasy, correct",0.054630963575929684
11246,1,1,3,"scifi, correct",0.9437149492200696
13542,1,1,3,"scifi, correct",0.894044078657371
17282,1,1,3,"scifi, correct",0.5765193883131161
18804,1,1,3,"scifi, correct",0.9820921707222
15125,1,1,3,"scifi, correct",0.9638306421276573
12941,1,1,3,"scifi, correct",0.9828967591135093
5330,0,0,0,"fantasy, correct",0.003340635717713931
17380,1,0,1,scifi->fantasy,0.297935014765635
14998,1,1,3,"scifi, correct",0.6166216532057175
3597,0,1,2,fantasy->scifi,0.5461391787543363
7083,0,1,2,fantasy->scifi,0.5682355359859342
17883,1,0,1,scifi->fantasy,0.27302307850566965
4145,0,0,0,"fantasy, correct",0.024421843871071002
3110,0,1,2,fantasy->scifi,0.8134881640014094
4206,0,0,0,"fantasy, correct",0.165595538416651
4022,0,0,0,"fantasy, correct",0.00044004682978574216
273,0,0,0,"fantasy, correct",0.08001194607106016
3527,0,0,0,"fantasy, correct",0.39065709550462774
147,0,0,0,"fantasy, correct",0.4673601984222591
12629,1,0,1,scifi->fantasy,0.47847790445638716
8377,0,1,2,fantasy->scifi,0.5733012219624591
6456,0,0,0,"fantasy, correct",0.39235391897051847
6506,0,0,0,"fantasy, correct",0.2284835877489338
4099,0,1,2,fantasy->scifi,0.7547615206884882
14733,1,1,3,"scifi, correct",0.8667768594101529
7911,0,0,0,"fantasy, correct",0.08789321896413861
4844,0,0,0,"fantasy, correct",0.029055844375724938
155,0,0,0,"fantasy, correct",0.193105103183718
995,0,0,0,"fantasy, correct",0.004544645281568941
18730,1,1,3,"scifi, correct",0.8927237177765595
2083,0,0,0,"fantasy, correct",0.04109638001076779
2379,0,0,0,"fantasy, correct",0.0077468461137471046
6576,0,0,0,"fantasy, correct",0.2690334234487074
10558,1,1,3,"scifi, correct",0.872590652984811
13069,1,1,3,"scifi, correct",0.9942941212667343
14407,1,1,3,"scifi, correct",0.9899966751395017
7908,0,1,2,fantasy->scifi,0.5606650396840527
15598,1,1,3,"scifi, correct",0.9986741548181403
527,0,0,0,"fantasy, correct",0.3608305132048352
15535,1,1,3,"scifi, correct",0.6124742272563954
17395,1,1,3,"scifi, correct",0.7612300093054885
17052,1,1,3,"scifi, correct",0.6219071053751244
10232,1,1,3,"scifi, correct",0.5698287368576176
2793,0,0,0,"fantasy, correct",0.038415563983632876
776,0,0,0,"fantasy, correct",0.3094923763165324
3398,0,0,0,"fantasy, correct",0.003945989514446161
19486,1,1,3,"scifi, correct",0.7515244610178463
2755,0,0,0,"fantasy, correct",0.13555803669961672
13239,1,1,3,"scifi, correct",0.6907647304589001
12385,1,1,3,"scifi, correct",0.5794059277782925
9882,0,1,2,fantasy->scifi,0.9435915186237392
16055,1,0,1,scifi->fantasy,0.36323198670062234
11938,1,0,1,scifi->fantasy,0.11868075008936736
5373,0,1,2,fantasy->scifi,0.7850564397820226
17242,1,0,1,scifi->fantasy,0.3769979445276268
6233,0,0,0,"fantasy, correct",0.054035498498145686
14412,1,1,3,"scifi, correct",0.8429425428232413
7868,0,0,0,"fantasy, correct",0.1889169104398136
68,0,0,0,"fantasy, correct",0.21772424082065087
10816,1,1,3,"scifi, correct",0.8991485230604787
8708,0,0,0,"fantasy, correct",0.2146405594650968
8700,0,0,0,"fantasy, correct",0.10915304191097532
3666,0,0,0,"fantasy, correct",0.03714265527893393
4389,0,0,0,"fantasy, correct",0.11422776738301156
4454,0,0,0,"fantasy, correct",0.2789673304031587
15251,1,1,3,"scifi, correct",0.847118011835177
11614,1,1,3,"scifi, correct",0.6560401824824394
239,0,0,0,"fantasy, correct",0.03628991534864869
18382,1,1,3,"scifi, correct",0.6124742272563954
7304,0,0,0,"fantasy, correct",0.19851773242638074
15857,1,1,3,"scifi, correct",0.8889338811916884
8772,0,0,0,"fantasy, correct",0.008656138063428695
9344,0,0,0,"fantasy, correct",0.2764534735504743
19456,1,1,3,"scifi, correct",0.6163006798399423
4767,0,0,0,"fantasy, correct",1.0192217927281091e-07
11869,1,1,3,"scifi, correct",0.6893088685580029
658,0,0,0,"fantasy, correct",0.05708495938918665
18194,1,1,3,"scifi, correct",0.9807563164821783
2989,0,0,0,"fantasy, correct",1.7299638837684394e-05
11426,1,1,3,"scifi, correct",0.5247803021176658
4780,0,1,2,fantasy->scifi,0.9859605235955284
17008,1,1,3,"scifi, correct",0.6798772996944941
8094,0,0,0,"fantasy, correct",0.037424839392538926
11056,1,1,3,"scifi, correct",0.7632323272914173
18759,1,1,3,"scifi, correct",0.9319527953981315
11250,1,1,3,"scifi, correct",0.9641099303369711
9138,0,0,0,"fantasy, correct",0.09676587861555523
19267,1,0,1,scifi->fantasy,0.4131693412112493
17138,1,1,3,"scifi, correct",0.6124742272563954
234,0,0,0,"fantasy, correct",0.0009225674753876332
4124,0,0,0,"fantasy, correct",0.18052181159166028
18828,1,1,3,"scifi, correct",0.8272784345000216
7510,0,1,2,fantasy->scifi,0.6005052827052808
3775,0,1,2,fantasy->scifi,0.6436480670466136
19103,1,0,1,scifi->fantasy,0.11793478826447865
9259,0,0,0,"fantasy, correct",0.23896673429395707
871,0,0,0,"fantasy, correct",0.0002364212691720072
3707,0,0,0,"fantasy, correct",0.46494464329665686
18956,1,1,3,"scifi, correct",0.9910900810855424
8594,0,0,0,"fantasy, correct",0.3325191618036918
14699,1,1,3,"scifi, correct",0.8063051458239674
6581,0,0,0,"fantasy, correct",0.008024416851468444
17003,1,1,3,"scifi, correct",0.920939157861641
1362,0,0,0,"fantasy, correct",0.00016835902313545487
17258,1,1,3,"scifi, correct",0.926722182878052
18003,1,1,3,"scifi, correct",0.9672083054006432
3657,0,0,0,"fantasy, correct",0.3080514476640771
9394,0,0,0,"fantasy, correct",0.0038911607428503913
19158,1,0,1,scifi->fantasy,0.3339831147691256
1258,0,0,0,"fantasy, correct",0.02012783408664347
19303,1,0,1,scifi->fantasy,0.0840438068471968
15524,1,1,3,"scifi, correct",0.8238371312387233
5714,0,0,0,"fantasy, correct",0.2069672213561408
2342,0,0,0,"fantasy, correct",6.386937313889151e-05
6291,0,0,0,"fantasy, correct",4.253676724531502e-10
14188,1,1,3,"scifi, correct",0.9719748185475289
13960,1,1,3,"scifi, correct",0.9892867506736307
14562,1,1,3,"scifi, correct",0.9763244026478297
15943,1,1,3,"scifi, correct",0.9113315295701979
15993,1,0,1,scifi->fantasy,0.47164626045445185
2741,0,1,2,fantasy->scifi,0.850422238342573
19915,1,1,3,"scifi, correct",0.9912591736195614
13668,1,1,3,"scifi, correct",0.7762073713327873
6088,0,0,0,"fantasy, correct",0.3386748662002514
12795,1,1,3,"scifi, correct",0.8520642217657526
16026,1,1,3,"scifi, correct",0.8921774791533039
19364,1,0,1,scifi->fantasy,0.4510302751630862
18920,1,1,3,"scifi, correct",0.9974362359995494
3117,0,0,0,"fantasy, correct",0.06046780841136326
11184,1,1,3,"scifi, correct",0.6349988868372217
6729,0,0,0,"fantasy, correct",0.4960605258787754
17382,1,1,3,"scifi, correct",0.9600356984022502
7967,0,1,2,fantasy->scifi,0.717247013182365
532,0,0,0,"fantasy, correct",0.010767352243155573
4925,0,0,0,"fantasy, correct",0.3171311815373368
9451,0,0,0,"fantasy, correct",0.33950130449418453
6234,0,1,2,fantasy->scifi,0.5354362204066131
5185,0,0,0,"fantasy, correct",0.031596468334167585
6136,0,0,0,"fantasy, correct",1.0128247529807705e-05
13525,1,1,3,"scifi, correct",0.9625073755482064
18292,1,1,3,"scifi, correct",0.6124827811592953
2096,0,0,0,"fantasy, correct",0.20795773895448413
1003,0,0,0,"fantasy, correct",0.4174357730965724
3460,0,1,2,fantasy->scifi,0.6942638598637274
16601,1,1,3,"scifi, correct",0.7787170793066944
15855,1,1,3,"scifi, correct",0.9585412484600354
7070,0,0,0,"fantasy, correct",0.008777573186995105
9339,0,1,2,fantasy->scifi,0.5540647819621686
589,0,0,0,"fantasy, correct",0.0004641945911017593
19679,1,0,1,scifi->fantasy,0.09576551373573974
6936,0,0,0,"fantasy, correct",0.006934223702148968
3291,0,1,2,fantasy->scifi,0.6112588209311608
8304,0,0,0,"fantasy, correct",3.799385796180563e-05
5122,0,0,0,"fantasy, correct",0.1437055304502272
10741,1,1,3,"scifi, correct",0.9509280542469324
9003,0,0,0,"fantasy, correct",0.051998548135614
16165,1,1,3,"scifi, correct",0.6348135647059123
13958,1,0,1,scifi->fantasy,0.4960605258787754
6694,0,0,0,"fantasy, correct",0.061180427498219184
962,0,0,0,"fantasy, correct",0.0009118443278488418
14280,1,1,3,"scifi, correct",0.998451597839599
19887,1,1,3,"scifi, correct",0.9945958105825671
12839,1,1,3,"scifi, correct",0.9182191529056585
7496,0,0,0,"fantasy, correct",0.11015274391282605
15088,1,1,3,"scifi, correct",0.9635047459002506
7708,0,0,0,"fantasy, correct",0.07962137525901263
19035,1,0,1,scifi->fantasy,0.20431942107525847
16793,1,0,1,scifi->fantasy,0.45311556132436465
10066,1,1,3,"scifi, correct",0.9945958105825671
6258,0,0,0,"fantasy, correct",3.5494488050505536e-06
16353,1,1,3,"scifi, correct",0.7104683300559891
15644,1,1,3,"scifi, correct",0.5400034920277695
1699,0,0,0,"fantasy, correct",0.05004771637801109
13825,1,1,3,"scifi, correct",0.750103187910718
9956,0,1,2,fantasy->scifi,0.6741725650704092
16685,1,1,3,"scifi, correct",0.9444030017223258
9749,0,0,0,"fantasy, correct",0.4636820477727567
227,0,0,0,"fantasy, correct",0.17007297700837376
4920,0,0,0,"fantasy, correct",7.901714730603043e-05
12241,1,1,3,"scifi, correct",0.8480033052091919
1965,0,0,0,"fantasy, correct",0.001714517139279682
4494,0,0,0,"fantasy, correct",0.001347172686577727
5582,0,0,0,"fantasy, correct",0.025973382791225453
19773,1,1,3,"scifi, correct",0.9820329748862064
1586,0,0,0,"fantasy, correct",0.008778369713891026
11857,1,1,3,"scifi, correct",0.9999099152316974
11807,1,1,3,"scifi, correct",0.7658801016812424
10037,1,0,1,scifi->fantasy,0.16948154831435167
12817,1,1,3,"scifi, correct",0.8367967716679008
16194,1,0,1,scifi->fantasy,0.4938392619826097
19484,1,1,3,"scifi, correct",0.9990005591281867
6331,0,1,2,fantasy->scifi,0.5496752838743942
12270,1,1,3,"scifi, correct",0.7973029299013383
8782,0,1,2,fantasy->scifi,0.6546310798318374
13180,1,1,3,"scifi, correct",0.7093893452006784
17575,1,1,3,"scifi, correct",0.5002923992993441
4553,0,0,0,"fantasy, correct",0.46312231745835336
13432,1,0,1,scifi->fantasy,0.36520500486687285
11974,1,0,1,scifi->fantasy,0.24398306100515998
5610,0,0,0,"fantasy, correct",0.47267625854295686
7490,0,1,2,fantasy->scifi,0.8292746408840876
8147,0,0,0,"fantasy, correct",0.19625523393642955
11415,1,1,3,"scifi, correct",0.646943412006939
16769,1,1,3,"scifi, correct",0.9971319051360888
18980,1,1,3,"scifi, correct",0.9999257112146155
16710,1,1,3,"scifi, correct",0.991784618020586
7244,0,0,0,"fantasy, correct",0.001168497254723384
14496,1,1,3,"scifi, correct",0.966520019692118
17963,1,1,3,"scifi, correct",0.9923732281250772
15707,1,1,3,"scifi, correct",0.8454846815828746
4378,0,0,0,"fantasy, correct",0.23489667411245196
12924,1,1,3,"scifi, correct",0.8255638385543842
14805,1,1,3,"scifi, correct",0.9995267791629188
17054,1,0,1,scifi->fantasy,0.42081929264817824
14920,1,1,3,"scifi, correct",0.6168520664456995
8480,0,0,0,"fantasy, correct",0.004946832387708475
1945,0,1,2,fantasy->scifi,0.5934418043257645
12752,1,1,3,"scifi, correct",0.9669730840979345
16164,1,1,3,"scifi, correct",0.866872513568642
2073,0,0,0,"fantasy, correct",0.2226333194255909
16191,1,1,3,"scifi, correct",0.7902349839163667
8374,0,0,0,"fantasy, correct",0.04392570080272227
11690,1,1,3,"scifi, correct",0.999999999994817
3318,0,0,0,"fantasy, correct",0.19604549358291226
10071,1,0,1,scifi->fantasy,0.41047807087103994
3468,0,1,2,fantasy->scifi,0.6889744217120519
4247,0,0,0,"fantasy, correct",0.004812843266045938
11462,1,1,3,"scifi, correct",0.6524445827323687
13787,1,1,3,"scifi, correct",0.6124742272563954
1133,0,0,0,"fantasy, correct",0.3086386175529089
5820,0,0,0,"fantasy, correct",2.0535594926877377e-05
1986,0,0,0,"fantasy, correct",0.0023370913955728777
19253,1,0,1,scifi->fantasy,0.2883877758547544
13882,1,1,3,"scifi, correct",0.6447851993888201
5662,0,0,0,"fantasy, correct",0.0010121363243177195
16452,1,1,3,"scifi, correct",0.7734049349989106
6631,0,0,0,"fantasy, correct",0.0006419928742027229
8726,0,0,0,"fantasy, correct",0.0012822445342168553
12599,1,1,3,"scifi, correct",0.623017418282936
6285,0,1,2,fantasy->scifi,0.7652960992572572
17361,1,1,3,"scifi, correct",0.999988333426539
10431,1,1,3,"scifi, correct",0.5704316414950407
6344,0,0,0,"fantasy, correct",0.40421086111975124
12261,1,1,3,"scifi, correct",0.6057138225578379
366,0,0,0,"fantasy, correct",0.19331923449599406
7288,0,0,0,"fantasy, correct",1.6399356071327422e-05
9042,0,1,2,fantasy->scifi,0.7209335598214104
5,0,0,0,"fantasy, correct",0.43604552362360477
4546,0,0,0,"fantasy, correct",0.14915416516192706
17634,1,1,3,"scifi, correct",0.7734049349989106
4182,0,0,0,"fantasy, correct",0.20240259153154888
18605,1,1,3,"scifi, correct",0.7292849932941246
5081,0,0,0,"fantasy, correct",0.33893215468836896
12890,1,1,3,"scifi, correct",0.8618565099521593
17912,1,1,3,"scifi, correct",0.7312509220369874
11005,1,1,3,"scifi, correct",0.7730994054014864
19120,1,1,3,"scifi, correct",0.6176129928961598
14254,1,1,3,"scifi, correct",0.926061074070558
7264,0,0,0,"fantasy, correct",0.1465902689235277
6728,0,0,0,"fantasy, correct",0.2304802674790112
714,0,0,0,"fantasy, correct",0.2682817742017844
9812,0,0,0,"fantasy, correct",0.17561415224326965
15974,1,1,3,"scifi, correct",0.9516713570184077
8413,0,0,0,"fantasy, correct",1.4808596275714926e-08
678,0,1,2,fantasy->scifi,0.6710463465832529
17035,1,1,3,"scifi, correct",0.5760981839724434
11224,1,1,3,"scifi, correct",0.9975463791707831
2198,0,0,0,"fantasy, correct",0.3874958652804549
18299,1,0,1,scifi->fantasy,0.40531627563405603
12222,1,1,3,"scifi, correct",0.952788732115141
4530,0,0,0,"fantasy, correct",0.34056813583302803
8897,0,0,0,"fantasy, correct",0.00031420065984516456
4979,0,0,0,"fantasy, correct",6.363050327779874e-11
3804,0,0,0,"fantasy, correct",0.024745536815302494
8161,0,0,0,"fantasy, correct",0.11110808538498197
1275,0,0,0,"fantasy, correct",0.051551652130800756
19401,1,1,3,"scifi, correct",0.963915056667784
853,0,1,2,fantasy->scifi,0.6400933001599655
5412,0,1,2,fantasy->scifi,0.6124742272563954
11833,1,1,3,"scifi, correct",0.9998896972063976
8217,0,0,0,"fantasy, correct",0.45622346019825494
12847,1,1,3,"scifi, correct",0.5760981839724434
5119,0,0,0,"fantasy, correct",0.0029344249541160277
17221,1,1,3,"scifi, correct",0.8916998393346862
15496,1,1,3,"scifi, correct",0.6883519524061642
16624,1,0,1,scifi->fantasy,0.2899100008808378
19254,1,1,3,"scifi, correct",0.9480930238563227
1238,0,0,0,"fantasy, correct",0.07425521901853162
15465,1,0,1,scifi->fantasy,0.35203478295367036
15618,1,0,1,scifi->fantasy,0.47233208397303156
19867,1,1,3,"scifi, correct",0.9024751521718669
